State,dw_code,party_x,party_y,Metro Area,County (may overlap with multiple counties),benchmark_60.60_85k_eptc,benchmark_40_32k_eptc,benchmark_60.60_85k_no_eptc,benchmark_40_32k_no_eptc,last_name,first_name,birthday,gender,fullname,BACH_PLUS_pct,FOREIGN_BORN_pct,stdis_y,Congressional District,Total population,Median Household Income,Male,Female,Sex ratio (males per 100 females),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),One race,Two or More Races,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,Hispanic or Latino (of any race),Not Hispanic or Latino,Not Hispanic or Latino - White alone,Not Hispanic or Latino - Black or African American alone,Not Hispanic or Latino - American Indian and Alaska Native alone,Not Hispanic or Latino - Asian alone,Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino - Some Other Race alone,Not Hispanic or Latino - Two or More Races,Total housing units,Harris,Trump2024,Total2024,Harris5,Trump%,Margin,Biden,Trump2020,Total2020,Biden%,Trump2020%,Margin2020,PctBachelors+,STATEFP,district,GEOID
Pennsylvania,PA05,D,Democrat,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,602.08,58.13,1815.2,180.26,Scanlon,Mary,8/30/59,F,Mary Scanlon,0.4116,0.131,PA05,Pennsylvania 05,762831,86098,367240,395591,92.8,44189,45618,49396,55001,49597,101145,101057,91810,50776,47879,74917,35057,16389,38.5,718898,43933,457761,187076,1880,50689,447,47612,715219,446860,184752,477,50689,291,3497,28653,310011,267143,147243,418792,63.79%,35.16%,28.63%,"276,153","140,480","420,263",65.71%,33.43%,32.28%,41.7,42,5,4205
Pennsylvania,PA06,D,Democrat,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,602.08,58.13,1956.71,180.26,Houlahan,Chrissy,6/5/67,F,Chrissy Houlahan,0.4771,0.1135,PA06,Pennsylvania 06,771480,103651,381110,390370,97.6,43750,47086,53436,54568,48321,92537,98188,99414,54087,50279,76368,37543,15903,39.7,693376,78104,562181,42531,2021,38696,177,128174,643306,537102,37898,196,38022,148,2786,27154,302939,234605,186113,425061,55.19%,43.79%,11.41%,"235,154","174,191","414,329",56.76%,42.04%,14.71%,47.9,42,6,4206
Pennsylvania,PA07,R,Republican,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,602.08,58.13,2677.81,180.26,Mackenzie,Ryan,8/3/82,M,Ryan Mackenzie,0.3105,0.11,PA07,Pennsylvania 07,770006,80362,381159,388847,98,40486,42025,48952,52001,48787,94781,95209,95980,52985,53422,84230,41824,19324,41.2,689922,80084,563092,46456,2032,23515,155,153933,616073,526321,40759,304,23117,155,4102,21315,319332,196712,209881,410973,47.86%,51.07%,-3.20%,"197,117","194,660","396,503",49.71%,49.09%,0.62%,31.5,42,7,4207
Pennsylvania,PA08,R,Republican,"Scranton--Wilkes-Barre, PA",Luzerne County,602.08,58.13,2558.03,180.27,Bresnahan,Robert,4/22/90,M,Robert Bresnahan,0.2641,0.0899,PA08,Pennsylvania 08,765141,66602,382037,383104,99.7,37468,41451,44117,48372,46413,91872,90896,96694,56411,56807,91227,44411,19002,43,702455,62686,590789,52071,997,14914,649,108527,656614,567035,45424,395,14755,451,4032,24522,376748,177063,210245,390434,45.35%,53.85%,-8.50%,"183,189","194,267","381,336",48.04%,50.94%,-2.91%,28.0,42,8,4208
Pennsylvania,PA09,R,Republican,"Lebanon, PA",Lebanon County,602.08,58.13,2951.06,180.27,Meuser,Daniel,2/10/64,M,Daniel Meuser,0.222,0.0308,PA09,Pennsylvania 09,764854,68242,382360,382494,100,38503,42265,45636,47552,44944,89190,88469,94368,55311,57171,93778,46405,21262,43.3,730563,34291,684027,18910,814,6709,390,47295,717559,671805,17382,303,6618,324,2461,18666,354053,121820,272975,398386,30.58%,68.52%,-37.94%,"119,969","261,281","386,871",31.01%,67.54%,-36.53%,23.7,42,9,4209
Pennsylvania,PA10,R,Republican,"Harrisburg-Carlisle, PA",Cumberland County,602.08,58.14,3466.83,180.27,Perry,Scott,5/27/62,M,Scott Perry,0.3319,0.0799,PA10,Pennsylvania 10,772418,79951,381674,390744,97.7,43628,46581,48047,49184,45826,101181,97728,96278,51440,52908,82523,39433,17661,40.2,721332,51086,575354,82194,1567,34864,175,76648,695770,552617,76491,373,34635,56,3757,27841,327872,192758,214297,411782,46.81%,52.04%,-5.23%,"188,632","205,148","399,568",47.21%,51.34%,-4.13%,35.4,42,10,4210
Pennsylvania,PA11,R,Republican,"Lancaster, PA",Lancaster County,602.09,58.14,2731.64,180.27,Smucker,Lloyd,1/23/64,M,Lloyd Smucker,0.2939,0.0557,PA11,Pennsylvania 11,768324,84225,378625,389699,97.2,45701,47184,51805,50078,44543,97175,92674,89702,49199,51915,83220,44249,20879,40,721109,47215,649636,28536,1204,15665,600,72468,695856,629259,25087,370,15550,150,3456,21984,306198,160194,248332,412566,38.83%,60.19%,-21.36%,"153,327","237,723","397,039",38.62%,59.87%,-21.26%,30.8,42,11,4211
Pennsylvania,PA12,D,Democrat,"Pittsburgh, PA",Westmoreland County,602.08,58.14,2023.62,180.27,Lee,Summer,11/26/87,F,Summer Lee,0.3971,0.0671,PA12,Pennsylvania 12,761238,70333,372152,389086,95.6,36570,37810,38881,48974,55035,118263,94713,83354,48628,52449,84862,40363,21336,39.5,720781,40457,568063,112983,843,30012,77,22467,738771,561492,111908,559,29866,59,3640,31247,376828,253699,171382,429050,59.13%,39.94%,19.19%,"255,322","169,617","429,696",59.42%,39.47%,19.95%,41.8,42,12,4212
Pennsylvania,PA13,R,Republican,"Altoona, PA",Blair County,602.08,58.13,3039.21,180.27,Joyce,John,2/8/57,M,John Joyce,0.2114,0.0259,PA13,Pennsylvania 13,764623,67649,381951,382672,99.8,39600,43684,45348,48928,44487,87512,86066,95873,53049,57344,94572,48180,19980,43.5,734069,30554,699299,18258,1305,5121,122,28786,735837,688915,17154,403,5044,74,1737,22510,344672,110815,298877,413001,26.83%,72.37%,-45.54%,"107,198","288,121","400,132",26.79%,72.01%,-45.22%,21.6,42,13,4213
Pennsylvania,PA14,R,Republican,"Pittsburgh, PA",Westmoreland County,602.08,58.13,2076.32,180.26,Reschenthaler,Guy,4/17/83,M,Guy Reschenthaler,0.2613,0.0192,PA14,Pennsylvania 14,760119,66147,380059,380060,100,34948,39749,39676,45789,45029,85920,86560,96077,55387,60364,100293,47897,22430,45.3,731443,28676,697842,23433,562,5677,178,11954,748165,693623,22802,175,5619,168,1803,23975,365398,138813,279274,421084,32.97%,66.32%,-33.36%,"138,892","268,695","412,038",33.71%,65.21%,-31.50%,27.2,42,14,4214
Pennsylvania,PA15,R,Republican,"State College, PA",Centre County,602.08,58.13,2682,180.26,Thompson,Glenn,7/27/59,M,Glenn Thompson,0.2445,0.0329,PA15,Pennsylvania 15,760232,63954,390831,369401,105.8,34568,38717,40848,56416,59757,87478,85407,92072,52251,56612,91152,45677,19277,42.4,736235,23997,702769,15368,683,12931,224,16854,743378,696356,14578,464,12784,177,1303,17716,370288,121693,272691,397753,30.60%,68.56%,-37.96%,"119,459","263,001","387,754",30.81%,67.83%,-37.02%,24.5,42,15,4215
Pennsylvania,PA16,R,Republican,"Pittsburgh, PA",Butler County,602.08,58.14,2124.81,180.27,Kelly,Mike,5/10/48,M,Mike Kelly,0.2895,0.0307,PA16,Pennsylvania 16,763502,66474,378165,385337,98.1,38569,42131,44190,50851,46981,87909,89055,93547,53629,57636,93573,46576,18855,42.8,729160,34342,679963,31695,788,9470,103,21243,742259,673904,30660,385,9347,103,2990,24870,348780,159531,254619,417676,38.19%,60.96%,-22.77%,"158,730","242,664","406,695",39.03%,59.67%,-20.64%,30.6,42,16,4216
Pennsylvania,PA17,D,Democrat,"Pittsburgh, PA",Allegheny County,602.08,58.14,2062.44,180.27,Deluzio,Chris,7/13/84,M,Chris Deluzio,0.4334,0.0541,PA17,Pennsylvania 17,757491,83156,369547,387944,95.3,39791,42343,42051,39546,32093,97741,100092,91401,52410,59103,96042,45116,19762,43.3,720523,36968,635105,54053,563,23863,256,18476,739015,630119,53578,233,23745,118,2841,28381,356720,238954,213797,457096,52.28%,46.77%,5.50%,"237,707","211,205","454,479",52.30%,46.47%,5.83%,43.7,42,17,4217
Rhode Island,RI01,D,Democrat,"Providence-Warwick, RI-MA",Providence County,602.08,58.13,2254.92,180.26,Amo,Gabe,12/11/87,M,Gabe Amo,0.365,0.1869,RI01,Rhode Island 01,543443,82270,265621,277822,95.6,27452,26892,31487,37961,36893,76575,67611,67780,36777,36420,56836,28410,12349,39.7,476749,66694,368402,38216,2721,19716,350,104519,438924,349282,33135,1079,19465,237,6354,29372,238756,140825,88794,234822,59.97%,37.81%,22.16%,"152,956","83,225","239,685",63.82%,34.72%,29.09%,39.0,44,1,4401
Rhode Island,RI02,D,Democrat,"Providence-Warwick, RI-MA",Providence County,602.08,58.13,2254.92,180.26,Magaziner,Seth,7/22/83,M,Seth Magaziner,0.3606,0.1222,RI02,Rhode Island 02,551928,90763,271552,280376,96.9,26361,29247,28955,35156,38462,75136,69244,66050,38376,42615,60230,29954,12142,41.1,501400,50528,423959,25646,2134,18433,320,82984,468944,407216,22087,642,18028,238,2118,18615,245859,144331,125612,275837,52.32%,45.54%,6.79%,"154,530","116,697","275,313",56.13%,42.39%,13.74%,40.3,44,2,4402
South Carolina,SC01,R,Republican,"Charleston-North Charleston, SC",Berkeley County,602.08,58.13,2246.05,180.26,Mace,Nancy,12/4/77,F,Nancy Mace,0.4103,0.0696,SC01,South Carolina 01,748351,87997,368096,380255,96.8,41913,43577,47576,44919,43267,92650,97751,89654,46254,53197,89646,44600,13347,40.9,702204,46147,527027,133467,2562,12949,1221,61182,687169,510893,131762,891,12791,1094,3558,26180,349248,171105,223189,400369,42.74%,55.75%,-13.01%,"171,781","204,848","383,006",44.85%,53.48%,-8.63%,43.3,45,1,4501
South Carolina,SC02,R,Republican,"Columbia, SC",Lexington County,602.08,58.14,2422.13,180.27,Wilson,Joe,7/31/47,M,Joe Wilson,0.3494,0.064,SC02,South Carolina 02,743300,72306,359589,383711,93.7,42053,46475,49884,50464,45329,96109,94676,95202,47879,50271,76382,35720,12856,39.3,697287,46013,466353,194382,1829,16488,553,53066,690234,450982,192270,939,16302,548,3960,25233,325305,154783,205695,365954,42.30%,56.21%,-13.91%,"161,002","199,780","366,492",43.93%,54.51%,-10.58%,37.0,45,2,4502
South Carolina,SC03,R,Republican,"Greenville-Anderson-Greer, SC",Anderson County,602.08,58.13,2383.16,180.27,Biggs,Sheri,3/28/70,F,Sheri Biggs,0.2524,0.0445,SC03,South Carolina 03,740360,60987,363323,377037,96.4,39598,45213,45599,50880,50755,88836,85925,90904,49548,51937,83978,43078,14109,40.7,698912,41448,547215,125694,2804,7332,219,44391,695969,533350,125120,1396,7238,206,2764,25895,335524,99185,252655,356369,27.83%,70.90%,-43.06%,"106,461","236,981","348,346",30.56%,68.03%,-37.47%,26.3,45,3,4503
South Carolina,SC04,R,Republican,"Greenville-Anderson-Greer, SC",Greenville County,602.08,58.14,2503.93,180.27,Timmons,William,4/30/84,M,William Timmons,0.3495,0.092,SC04,South Carolina 04,748540,70345,364296,384244,94.8,44509,47979,48280,49693,47792,105057,96411,92277,46859,46402,74028,36637,12616,38.2,692486,56054,502349,138073,2027,19064,506,81092,667448,484935,135715,568,18770,254,3872,23334,323931,132540,216077,354343,37.40%,60.98%,-23.58%,"138,171","202,545","347,082",39.81%,58.36%,-18.55%,36.7,45,4,4504
South Carolina,SC05,R,Republican,"Charlotte-Concord-Gastonia, NC-SC",York County,602.08,58.13,2507.29,180.26,Norman,Ralph,6/20/53,M,Ralph Norman,0.2769,0.0534,SC05,South Carolina 05,745996,67972,364392,381604,95.5,42603,48758,50529,47210,42241,92795,97064,97713,48170,49256,79492,37535,12630,40.1,702981,43015,494547,177019,2674,14510,213,43568,702428,481280,175893,1864,14397,194,3463,25337,320194,141510,226473,373054,37.93%,60.71%,-22.77%,"147,073","213,484","365,450",40.24%,58.42%,-18.17%,30.5,45,5,4505
South Carolina,SC06,D,Democrat,"Charleston-North Charleston, SC",Charleston County,602.08,58.13,2212.82,180.26,Clyburn,James,7/21/40,M,James Clyburn,0.2786,0.0559,SC06,South Carolina 06,736924,53986,356594,380330,93.8,40612,38824,42767,53758,62111,112189,92596,77547,44166,48013,76795,35173,12373,36.7,704588,32336,311902,353859,1965,11480,535,47109,689815,302504,351656,1269,10960,392,2681,20353,352961,189648,118611,313271,60.54%,37.86%,22.68%,"219,768","111,769","336,352",65.34%,33.23%,32.11%,29.2,45,6,4506
South Carolina,SC07,R,Republican,"Myrtle Beach-Conway-North Myrtle Beach, SC",Horry County,602.08,58.13,2186.96,180.27,Fry,Russell,1/31/85,M,Russell Fry,0.229,0.0495,SC07,South Carolina 07,749303,57825,361166,388137,93.1,36580,39848,44310,46121,40373,84006,82969,91193,52879,58450,109639,50029,12906,45,712605,36698,490054,196136,2962,7900,395,38492,710811,479759,195271,2438,7788,346,2400,22809,394475,139681,241046,384780,36.30%,62.65%,-26.34%,"147,285","215,696","366,601",40.18%,58.84%,-18.66%,25.1,45,7,4507
South Dakota,SD00,R,Republican,"Sioux Falls, SD-MN",Minnehaha County,602.09,58.13,2770.41,180.27,Johnson,Dusty,9/30/76,M,Dusty Johnson,0.3037,0.0429,SD00,South Dakota 00,899194,72421,455597,443597,102.7,58121,61879,62673,61320,59064,114111,112279,95713,55247,60684,96277,42690,19136,37.7,848405,50789,733035,20149,69514,12554,606,41281,857913,721732,19457,66352,12515,599,2611,34647,402364,146859,272081,428922,34.24%,63.43%,-29.19%,"150,471","261,043","422,609",35.61%,61.77%,-26.16%,31.6,46,0,4600
Tennessee,TN01,R,Republican,"Kingsport-Bristol, TN-VA",Sullivan County,602.09,58.14,2790.74,180.27,Harshbarger,Diana,1/1/60,F,Diana Harshbarger,0.2255,0.0346,TN01,Tennessee 01,775141,56252,382331,392810,97.3,38078,41216,44191,46927,47555,92583,87665,103335,54937,57913,95283,49702,15756,43.9,738494,36647,701415,16273,1529,6621,685,38955,736186,689881,16078,918,6488,640,2034,20147,373979,71649,273159,348378,20.57%,78.41%,-57.84%,"74,136","256,544","336,324",22.04%,76.28%,-54.24%,24.0,47,1,4701
Tennessee,TN02,R,Republican,"Knoxville, TN",Knox County,602.09,58.13,2647.91,180.27,Burchett,Tim,8/25/64,M,Tim Burchett,0.3271,0.053,TN02,Tennessee 02,781418,70169,383549,397869,96.4,41530,43920,46609,50408,57921,101612,96002,97460,52375,51234,85687,42610,14050,40,736412,45006,665560,44795,1007,12857,543,43652,737766,653013,44168,581,12722,488,3280,23514,349944,118773,242945,366766,32.38%,66.24%,-33.86%,"122,695","226,798","356,264",34.44%,63.66%,-29.22%,33.4,47,2,4702
Tennessee,TN03,R,Republican,"Chattanooga, TN-GA",Hamilton County,602.09,58.13,2787.54,180.26,Fleischmann,Charles,10/11/62,M,Charles Fleischmann,0.274,0.0507,TN03,Tennessee 03,778339,66236,382339,396000,96.6,42722,45181,46855,46736,44991,103365,94987,99705,52677,53213,87927,44307,15673,41,733307,45032,625523,78501,1597,10660,220,46820,731519,611039,77104,755,10465,208,3152,28796,347105,113479,243103,361316,31.41%,67.28%,-35.88%,"115,371","226,469","348,163",33.14%,65.05%,-31.91%,29.4,47,3,4703
Tennessee,TN04,R,Republican,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,602.08,58.14,3100.05,180.27,DesJarlais,Scott,2/21/64,M,Scott DesJarlais,0.2436,0.0628,TN04,Tennessee 04,784468,67039,389537,394931,98.6,47463,48021,55663,53803,55648,104580,101598,99643,49631,48772,72649,35964,11033,37.8,729159,55309,619768,70126,1649,15348,708,65632,718836,599728,69559,631,15086,282,2421,31129,324857,93024,239837,336886,27.61%,71.19%,-43.58%,"98,034","220,498","324,523",30.21%,67.95%,-37.74%,25.3,47,4,4704
Tennessee,TN05,R,Republican,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,602.08,58.14,3126.84,180.27,Ogles,Andrew,6/18/71,M,Andrew Ogles,0.4604,0.1219,TN05,Tennessee 05,780166,91860,381683,398483,95.8,49788,52817,53689,49248,43719,108803,113648,99772,48646,45986,71425,32944,9681,37.8,719346,60820,567523,96124,2696,29082,102,79693,700473,542720,94858,495,28916,102,3719,29663,328379,150373,216675,373015,40.31%,58.09%,-17.77%,"157,606","198,784","364,675",43.22%,54.51%,-11.29%,48.5,47,5,4705
Tennessee,TN06,R,Republican,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,602.08,58.14,3123.98,180.27,Rose,John,2/23/65,M,John Rose,0.2718,0.059,TN06,Tennessee 06,780363,66241,387917,392446,98.8,45284,46937,47477,45383,46647,113620,100675,96745,51640,51710,81479,40702,12064,39.3,733322,47041,626223,72718,1810,9367,564,60067,720296,611318,71546,804,9299,289,3027,24013,349686,114012,240346,358805,31.78%,66.99%,-35.21%,"120,181","221,681","348,370",34.50%,63.63%,-29.14%,28.4,47,6,4706
Tennessee,TN07,Vacant,,"Clarksville, TN-KY",Montgomery County,602.08,58.14,3120.74,180.27,,,,,,0.3221,0.0647,TN07,Tennessee 07,777488,72502,383819,393669,97.5,48238,44947,50030,51403,57742,128873,103340,93227,47082,45383,67223,30050,9950,35.7,721688,55800,560143,123913,1795,15621,1020,61295,716193,541774,122036,1024,15142,951,3668,31598,345448,127803,202510,335187,38.13%,60.42%,-22.29%,"135,634","185,342","328,513",41.29%,56.42%,-15.13%,33.6,47,7,4707
Tennessee,TN08,R,Republican,"Memphis, TN-MS-AR",Shelby County,602.08,58.13,2787.94,180.26,Kustoff,David,10/8/66,M,David Kustoff,0.2848,0.0412,TN08,Tennessee 08,765252,67059,374058,391194,95.6,43087,47781,50705,51516,42779,87157,95820,96745,52533,52462,86675,44065,13927,41.2,730752,34500,569091,132979,1720,15425,439,28329,736923,560600,132668,1328,15271,434,1943,24679,334570,100535,243791,348278,28.87%,70.00%,-41.13%,"110,189","244,389","359,751",30.63%,67.93%,-37.30%,28.5,47,8,4708
Tennessee,TN09,D,Democrat,"Memphis, TN-MS-AR",Shelby County,602.08,58.14,2725.32,180.27,Cohen,Steve,5/24/49,M,Steve Cohen,0.2689,0.0698,TN09,Tennessee 09,763447,53748,362817,400630,90.6,53485,55018,54403,48771,54217,122851,95184,87269,44452,45883,65151,27085,9678,34.4,725896,37551,198003,473468,3485,14245,756,72014,691433,184355,471925,378,14108,389,2665,17613,341504,166617,64499,235311,70.81%,27.41%,43.40%,"209,865","71,971","286,406",73.28%,25.13%,48.15%,28.7,47,9,4709
Texas,TX01,R,Republican,"Tyler, TX",Smith County,602.09,58.13,2559.53,180.27,Moran,Nathaniel,7/22/74,M,Nathaniel Moran,0.2185,0.0808,TX01,Texas 01,773654,63555,382067,391587,97.6,47839,51898,55533,53690,47795,97983,94418,89433,47291,50413,81146,41152,15063,38.5,696411,77243,520201,134295,3516,8752,721,134471,639183,467145,133529,1538,8592,654,1651,26074,337680,78564,246363,327192,24.01%,75.30%,-51.28%,"86,340","235,935","325,932",26.49%,72.39%,-45.90%,22.1,48,1,4801
Texas,TX02,R,Republican,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2290.8,180.27,Crenshaw,Dan,3/14/84,M,Dan Crenshaw,0.3925,0.1716,TX02,Texas 02,784437,98833,388361,396076,98.1,52917,60997,67769,58536,43393,99949,118129,104245,43246,41452,60196,25845,7763,35.8,647774,136663,469084,92657,4856,32385,844,248794,535643,382920,88171,663,31514,803,3057,28515,290721,124591,203572,332111,37.51%,61.30%,-23.78%,"121,722","194,830","321,027",37.92%,60.69%,-22.77%,40.8,48,2,4802
Texas,TX03,R,Republican,"Dallas-Fort Worth-Arlington, TX",Collin County,602.08,58.14,2454.69,180.27,Self,Keith,3/20/53,M,Keith Self,0.4842,0.185,TX03,Texas 03,809668,117653,403073,406595,99.1,48424,60583,64010,63244,44163,92308,124779,123355,50782,41828,59360,28008,8824,37.7,727262,82406,503437,84668,3804,105265,822,130234,679434,453394,83176,1617,104756,523,3991,31977,292179,153496,232845,395370,38.82%,58.89%,-20.07%,"152,283","204,522","362,332",42.03%,56.45%,-14.42%,51.0,48,3,4803
Texas,TX04,R,Republican,"Dallas-Fort Worth-Arlington, TX",Collin County,602.08,58.14,2610.92,180.27,Fallon,Patrick,12/19/67,M,Patrick Fallon,0.4316,0.1705,TX04,Texas 04,795941,94632,393946,401995,98,46517,53717,57679,54901,43389,102214,117271,108740,49202,46067,70197,34188,11859,38.5,717810,78131,520245,70635,3763,94326,525,118272,677669,478233,69663,2449,93909,486,3945,28984,327129,120188,239000,364577,32.97%,65.56%,-32.59%,"125,331","214,733","344,380",36.39%,62.35%,-25.96%,45.0,48,4,4804
Texas,TX05,R,Republican,"Dallas-Fort Worth-Arlington, TX",Kaufman County,602.08,58.14,2518.79,180.27,Gooden,Lance,12/1/82,M,Lance Gooden,0.2262,0.1677,TX05,Texas 05,787200,77349,387991,399209,97.2,50435,56126,61016,56653,47817,101341,100388,98574,50179,48799,71234,33034,11604,37,650781,136419,445272,115229,4362,34685,243,237694,549506,370725,114476,1472,34173,229,2702,25729,295769,111027,194767,309229,35.90%,62.98%,-27.08%,"113,821","180,707","298,176",38.17%,60.60%,-22.43%,24.4,48,5,4805
Texas,TX06,R,Republican,"Dallas-Fort Worth-Arlington, TX",Tarrant County,602.08,58.14,2502.74,180.27,Ellzey,Jake,1/24/70,M,Jake Ellzey,0.2421,0.1766,TX06,Texas 06,774748,76551,393085,381663,103,51151,53984,60839,57395,50348,108384,106144,97117,45192,43785,62560,29186,8663,35.6,654018,120730,433743,107429,4530,27074,1432,265499,509249,347069,105592,1164,26621,1227,2226,25350,286109,104150,188598,295945,35.19%,63.73%,-28.54%,"105,417","172,963","281,938",37.39%,61.35%,-23.96%,27.0,48,6,4806
Texas,TX07,D,Democrat,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2249.5,180.27,Fletcher,Lizzie,2/13/75,F,Lizzie Fletcher,0.4905,0.4015,TX07,Texas 07,791069,76380,395668,395401,100.1,52555,47176,47267,45868,61367,152690,120648,98249,39942,37615,54900,24421,8371,34.2,668620,122449,271616,159433,4231,150700,230,243716,547353,213393,156838,878,149355,184,3455,23250,348863,148939,96446,252742,58.93%,38.16%,20.77%,"179,327","96,257","279,261",64.21%,34.47%,29.75%,47.9,48,7,4807
Texas,TX08,R,Republican,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2332.17,180.27,Luttrell,Morgan,11/7/75,M,Morgan Luttrell,0.3152,0.2018,TX08,Texas 08,800563,87034,401545,399018,100.6,53663,63780,63331,53966,46368,104620,118783,103975,45227,48334,64829,25420,8267,36.1,676101,124462,446593,101587,6597,47830,949,256734,543829,363841,99218,1288,47154,658,3380,28290,299349,113192,231430,348986,32.43%,66.31%,-33.88%,"111,737","196,658","312,347",35.77%,62.96%,-27.19%,33.7,48,8,4808
Texas,TX09,D,Democrat,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2269.92,180.27,Green,Al,9/1/47,M,Al Green,0.3092,0.294,TX09,Texas 09,760231,64144,363821,396410,91.8,54045,52549,54500,52884,53291,114617,107236,96500,43378,41264,56501,24449,9017,34.8,641903,118328,175673,273970,7011,74134,743,294358,465873,101547,270747,878,73490,134,2268,16809,303142,169156,64549,237177,71.32%,27.22%,44.11%,"195,428","58,355","256,506",76.19%,22.75%,53.44%,30.5,48,9,4809
Texas,TX10,R,Republican,"Houston-Pasadena-The Woodlands, TX",Harris County,602.08,58.14,2604.46,180.27,McCaul,Michael,1/14/62,M,Michael McCaul,0.3952,0.1321,TX10,Texas 10,780439,82786,394496,385943,102.2,45053,49425,51757,62927,74127,96907,100177,95912,46269,44577,70707,31471,11130,36,688158,92281,512181,79720,5055,41147,744,194473,585966,437650,77564,906,40451,545,3601,25249,326662,131834,220457,356885,36.94%,61.77%,-24.83%,"135,094","198,897","339,628",39.78%,58.56%,-18.79%,41.7,48,10,4810
Texas,TX11,R,Republican,"Killeen-Temple, TX",Bell County,602.08,58.13,2651.41,180.27,Pfluger,August,12/28/78,M,August Pfluger,0.2344,0.118,TX11,Texas 11,768775,69804,388778,379997,102.3,58418,58636,57425,52298,51861,116890,106084,81730,41478,40840,62293,28579,12243,34.1,638786,129989,445927,92984,4230,15098,1635,303378,465397,335656,85099,1139,14578,1503,2532,24890,339987,71353,192220,265865,26.84%,72.30%,-45.46%,"77,977","186,084","267,919",29.10%,69.46%,-40.35%,24.2,48,11,4811
Texas,TX12,R,Republican,"Dallas-Fort Worth-Arlington, TX",Tarrant County,602.08,58.13,2610.15,180.26,Goldman,Craig,10/3/68,M,Craig Goldman,0.3353,0.1183,TX12,Texas 12,789129,84782,386792,402337,96.1,54078,51965,54566,51843,51859,121545,111955,93550,47353,46151,63909,29568,10787,35.7,687898,101231,503128,96343,4545,32684,1163,194522,594607,436806,94117,1371,32183,1027,3197,25906,319371,131637,209675,345291,38.12%,60.72%,-22.60%,"130,235","189,089","324,606",40.12%,58.25%,-18.13%,34.7,48,12,4812
Texas,TX13,R,Republican,"Amarillo, TX",Randall County,602.08,58.13,2950.29,180.27,Jackson,Ronny,5/4/67,M,Ronny Jackson,0.2497,0.1108,TX13,Texas 13,773844,66013,392558,381286,103,47761,50780,53311,58700,60897,109198,100817,84915,45714,45334,69067,34012,13338,35.7,670329,103515,550541,52772,6243,19519,864,220927,552917,452825,50587,2425,19014,577,1884,25605,333497,77626,222446,303031,25.62%,73.41%,-47.79%,"79,206","215,372","299,331",26.46%,71.95%,-45.49%,25.3,48,13,4813
Texas,TX14,R,Republican,"Houston-Pasadena-The Woodlands, TX",Galveston County,602.08,58.14,2502.02,180.27,Weber,Randy,7/2/53,M,Randy Weber,0.2505,0.1076,TX14,Texas 14,770392,76794,390100,380292,102.6,46213,52534,52401,50875,46890,104500,103634,95199,49480,50981,72443,33109,12133,38,662545,107847,477155,120866,3215,21363,383,195546,574846,409610,118427,1230,21028,376,2367,21808,335195,101583,208090,312766,32.48%,66.53%,-34.05%,"110,036","199,675","314,088",35.03%,63.57%,-28.54%,26.5,48,14,4814
Texas,TX15,R,Republican,"Austin-Round Rock-San Marcos, TX",Hays County,602.09,58.14,2333.53,180.27,De La Cruz,Mónica,11/11/74,F,Mónica De La Cruz,0.2179,0.2371,TX15,Texas 15,776234,57557,387423,388811,99.6,56682,59437,66366,64447,56214,107674,96545,92047,37858,38032,57747,32443,10742,32.8,450986,325248,347405,10793,2821,9658,353,632014,144220,116928,9420,542,9392,339,1558,6041,282665,93470,134492,229772,40.68%,58.53%,-17.85%,"109,177","115,722","227,089",48.08%,50.96%,-2.88%,23.7,48,15,4815
Texas,TX16,D,Democrat,"El Paso, TX",El Paso County,602.08,58.13,2410.46,180.26,Escobar,Veronica,9/15/69,F,Veronica Escobar,0.2612,0.2456,TX16,Texas 16,772426,59436,382602,389824,98.1,51669,53532,61384,57163,60896,117209,99749,88968,40161,41147,58700,29348,12500,33.6,476515,295911,305850,25691,7032,10374,1489,634764,137662,90269,22659,1962,9316,1248,1589,10619,289862,132189,95314,230335,57.39%,41.38%,16.01%,"163,505","76,976","244,212",66.95%,31.52%,35.43%,26.7,48,16,4816
