ID,Title,Description,Category_title,Geometry_Coordinates_1,Date,Time,Split,Long,Lat
EONET_8434,Wildfire in Russian Federation 1020026,,Wildfires,120.84152498314887  55.772183493907,6/21/24,19:00:00,19,120.84152498314887, 55.772183493907
EONET_8454,Wildfire in Russian Federation 1020047,,Wildfires,131.41158180829086  52.92784589438778,6/21/24,19:00:00,19,131.41158180829086, 52.92784589438778
EONET_8503,Wildfire in Russian Federation 1020077,,Wildfires,128.6292867518276  56.34161388656306,6/21/24,19:00:00,18,128.6292867518276, 56.34161388656306
EONET_8235,Foraker Wildfire  Denali  Alaska,,Wildfires,-151.812367  63.259633,6/21/24,18:05:00,12,-151.812367, 63.259633
EONET_8915,Upper Applegate 3900 Wildfire  Jackson  Oregon,Fire is located between Ruch  Jacksonville &amp;amp;amp; Applegate Reservoir,Wildfires,-123.0472222  42.1863889,6/20/24,19:48:00,13,-123.0472222, 42.1863889
EONET_8166,Wildfire in Russian Federation 1019881,,Wildfires,158.27788885548992  65.08566356533524,6/20/24,19:00:00,19,158.27788885548992, 65.08566356533524
EONET_8167,Wildfire in Angola 1019882,,Wildfires,20.4045728927449  -8.63949059889511,6/20/24,19:00:00,17,20.4045728927449, -8.63949059889511
EONET_8188,Wildfire in Paraguay 1019903,,Wildfires,-79.2469587,6/20/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_8189,Wildfire in Brazil 1019904,,Wildfires,-76.93767982,6/20/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_8201,Wildfire in Russian Federation 1019917,,Wildfires,118.90120566973688  54.57710801255013,6/20/24,19:00:00,19,118.90120566973688, 54.57710801255013
EONET_8202,Wildfire in Russian Federation 1019916,,Wildfires,146.00772206496612  67.1616109235857,6/20/24,19:00:00,19,146.00772206496612, 67.1616109235857
EONET_8275,Wildfire in Russian Federation 1019938,,Wildfires,118.78873351729804  54.65811570767716,6/20/24,19:00:00,19,118.78873351729804, 54.65811570767716
EONET_8276,Wildfire in Australia 1019939,,Wildfires,125.1275080988405  -18.56457715562435,6/20/24,19:00:00,18,125.1275080988405, -18.56457715562435
EONET_8290,Wildfire in The Democratic Republic of Congo 1019953,,Wildfires,26.393032449984794  -5.02515057262717,6/20/24,19:00:00,19,26.393032449984794, -5.02515057262717
EONET_8346,Wildfire in Russian Federation 1020007,,Wildfires,118.93422756761856  54.82142972591988,6/20/24,19:00:00,19,118.93422756761856, 54.82142972591988
EONET_8347,Wildfire in Russian Federation 1020008,,Wildfires,121.76063630199627  56.29478386974246,6/20/24,19:00:00,19,121.76063630199627, 56.29478386974246
EONET_8471,Wildfire in Russian Federation 1020064,,Wildfires,116.8018345373732  55.6000064903345,6/20/24,19:00:00,18,116.8018345373732, 55.6000064903345
EONET_8472,Wildfire in Russian Federation 1020062,,Wildfires,120.63826115018868  60.11837905652259,6/20/24,19:00:00,19,120.63826115018868, 60.11837905652259
EONET_8473,Wildfire in Russian Federation 1020063,,Wildfires,118.66208810881349  53.96699226740023,6/20/24,19:00:00,19,118.66208810881349, 53.96699226740023
EONET_8504,Wildfire in Russian Federation 1020078,,Wildfires,121.50908278957597  55.62371950851122,6/20/24,19:00:00,19,121.50908278957597, 55.62371950851122
EONET_8241,Noodor Wildfire  Yukon-Koyukuk  Alaska,,Wildfires,-147.58945  65.845283,6/20/24,12:29:00,11,-147.58945, 65.845283
EONET_8364,Van Hatten Wildfire  Yukon-Koyukuk  Alaska,54 mi southeast of Circle  Alaska,Wildfires,-142.317533  65.490867,6/19/24,22:16:00,12,-142.317533, 65.490867
EONET_8157,Wildfire in Angola 1019872,,Wildfires,20.119758949608926  -8.191226206335127,6/19/24,19:00:00,19,20.119758949608926, -8.191226206335127
EONET_8168,Wildfire in Russian Federation 1019883,,Wildfires,158.9132200346393  67.64510201272032,6/19/24,19:00:00,18,158.9132200346393, 67.64510201272032
EONET_8169,Wildfire in Angola 1019884,,Wildfires,21.549042126505405  -8.376287079385097,6/19/24,19:00:00,19,21.549042126505405, -8.376287079385097
EONET_8170,Wildfire in Russian Federation 1019885,,Wildfires,119.11759005497997  55.062059425559966,6/19/24,19:00:00,19,119.11759005497997, 55.062059425559966
EONET_8171,Wildfire in Russian Federation 1019887,,Wildfires,115.46825194024164  56.490232172007076,6/19/24,19:00:00,19,115.46825194024164, 56.490232172007076
EONET_8172,Wildfire in Australia 1019886,,Wildfires,132.94303099969986  -11.878579980773123,6/19/24,19:00:00,19,132.94303099969986, -11.878579980773123
EONET_8190,Wildfire in Russian Federation 1019906,,Wildfires,161.29616766202298  67.27932140050396,6/19/24,19:00:00,19,161.29616766202298, 67.27932140050396
EONET_8191,Wildfire in Russian Federation 1019905,,Wildfires,136.68283410243507  62.86108916873582,6/19/24,19:00:00,19,136.68283410243507, 62.86108916873582
EONET_8192,Wildfire in Russian Federation 1019907,,Wildfires,116.56245842849732  55.12996750463795,6/19/24,19:00:00,19,116.56245842849732, 55.12996750463795
EONET_8193,Wildfire in Brazil 1019908,,Wildfires,-78.07235814,6/19/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_8203,Wildfire in Russian Federation 1019918,,Wildfires,158.4035659422523  66.90117873901512,6/19/24,19:00:00,18,158.4035659422523, 66.90117873901512
EONET_8263,Wildfire in The Democratic Republic of Congo 1019926,,Wildfires,24.151360044682345  -3.200197917240775,6/19/24,19:00:00,19,24.151360044682345, -3.200197917240775
EONET_8264,Wildfire in Russian Federation 1019927,,Wildfires,119.29804284003144  54.982730443668025,6/19/24,19:00:00,19,119.29804284003144, 54.982730443668025
EONET_8265,Wildfire in Russian Federation 1019928,,Wildfires,121.20773876063409  57.24779022680168,6/19/24,19:00:00,19,121.20773876063409, 57.24779022680168
EONET_8277,Wildfire in Russian Federation 1019940,,Wildfires,117.06392551170667  55.28048644433544,6/19/24,19:00:00,19,117.06392551170667, 55.28048644433544
EONET_8291,Wildfire in The Democratic Republic of Congo 1019955,,Wildfires,23.306267925985388  -3.53341308730493,6/19/24,19:00:00,19,23.306267925985388, -3.53341308730493
EONET_8292,Wildfire in Russian Federation 1019954,,Wildfires,120.61499793678597  56.98242747943773,6/19/24,19:00:00,19,120.61499793678597, 56.98242747943773
EONET_8330,Wildfire in The Democratic Republic of Congo 1019993,,Wildfires,23.668969008390025  -3.818843557151401,6/19/24,19:00:00,19,23.668969008390025, -3.818843557151401
EONET_8348,Wildfire in The Democratic Republic of Congo 1020009,,Wildfires,23.611194320555565  -3.3414985713167615,6/19/24,19:00:00,19,23.611194320555565, -3.3414985713167615
EONET_8349,Wildfire in Russian Federation 1020010,,Wildfires,119.09483660038077  59.5039934998454,6/19/24,19:00:00,19,119.09483660038077, 59.5039934998454
EONET_8350,Wildfire in Russian Federation 1020011,,Wildfires,120.34857147199115  61.29853033037048,6/19/24,19:00:00,19,120.34857147199115, 61.29853033037048
EONET_8435,Wildfire in The Democratic Republic of Congo 1020027,,Wildfires,23.22535667743992  -3.106235248543981,6/19/24,19:00:00,18,23.22535667743992, -3.106235248543981
EONET_8240,Little Underhill Creek Wildfire  Bethel  Alaska,29 miles west of Lime Village  AK.,Wildfires,-154.56365  61.386267,6/19/24,15:39:00,11,-154.56365, 61.386267
EONET_8230,Midnight Wildfire  Yukon-Koyukuk  Alaska,82 miles southeast of Chalkyitsik,Wildfires,-141.079167  66.12945,6/19/24,12:19:00,12,-141.079167, 66.12945
EONET_8254,Wawa Wildfire  Highlands  Florida,South along cypress Cut rd and Eegaan Rd,Wildfires,-81.259722  27.579722,6/19/24,10:13:00,11,-81.259722, 27.579722
EONET_8147,Wildfire in Russian Federation 1019862,,Wildfires,148.24692708678575  66.50562396978965,6/18/24,19:00:00,19,148.24692708678575, 66.50562396978965
EONET_8173,Wildfire in Australia 1019888,,Wildfires,132.42429929090477  -13.26977565296811,6/18/24,19:00:00,19,132.42429929090477, -13.26977565296811
EONET_8174,Wildfire in Russian Federation 1019889,,Wildfires,158.72781482284947  68.07691921719451,6/18/24,19:00:00,19,158.72781482284947, 68.07691921719451
EONET_8175,Wildfire in Russian Federation 1019890,,Wildfires,161.44811771571563  66.80037633935095,6/18/24,19:00:00,19,161.44811771571563, 66.80037633935095
EONET_8194,Wildfire in Russian Federation 1019911,,Wildfires,140.37399689802027  70.13968193835066,6/18/24,19:00:00,19,140.37399689802027, 70.13968193835066
EONET_8195,Wildfire in Russian Federation 1019909,,Wildfires,147.9735919148552  66.3251919709742,6/18/24,19:00:00,18,147.9735919148552, 66.3251919709742
EONET_8196,Wildfire in Russian Federation 1019910,,Wildfires,161.1522066717905  66.62983064262414,6/18/24,19:00:00,18,161.1522066717905, 66.62983064262414
EONET_8197,Wildfire in Australia 1019912,,Wildfires,132.52516386701282  -13.071141327799607,6/18/24,19:00:00,19,132.52516386701282, -13.071141327799607
EONET_8204,Wildfire in Russian Federation 1019919,,Wildfires,118.38909381549425  54.77994935440102,6/18/24,19:00:00,19,118.38909381549425, 54.77994935440102
EONET_8278,Wildfire in Russian Federation 1019941,,Wildfires,118.23687053623586  58.34364782673421,6/18/24,19:00:00,19,118.23687053623586, 58.34364782673421
EONET_8279,Wildfire in The Democratic Republic of Congo 1019942,,Wildfires,23.7181096980281  -3.609621669410874,6/18/24,19:00:00,17,23.7181096980281, -3.609621669410874
EONET_8293,Wildfire in The Democratic Republic of Congo 1019956,,Wildfires,23.869209413253678  -3.5367833570720246,6/18/24,19:00:00,19,23.869209413253678, -3.5367833570720246
EONET_8309,Wildfire in Russian Federation 1019972,,Wildfires,120.57224503789729  61.05415433293636,6/18/24,19:00:00,19,120.57224503789729, 61.05415433293636
EONET_8310,Wildfire in Russian Federation 1019973,,Wildfires,119.98001772997878  59.103024256811395,6/18/24,19:00:00,19,119.98001772997878, 59.103024256811395
EONET_8331,Wildfire in The Democratic Republic of Congo 1019994,,Wildfires,23.75234301139655  -3.488057315681826,6/18/24,19:00:00,18,23.75234301139655, -3.488057315681826
EONET_8253,Schiff Wildfire  Sioux  Nebraska,25 miles SW of  Alliance  NE,Wildfires,-103.424694  42.006451,6/18/24,16:24:00,12,-103.424694, 42.006451
EONET_8213,Big Yetna River Wildfire  Yukon-Koyukuk  Alaska,,Wildfires,-158.74  62.63,6/18/24,13:39:00,8,-158.74, 62.63
EONET_8227,Zimmerman Creek Wildfire  Yukon-Koyukuk  Alaska,,Wildfires,-158.28  62.59,6/18/24,12:13:00,8,-158.28, 62.59
EONET_8380,South Fork George River Wildfire  Bethel  Alaska,16 miles north of Red Devil  AK.,Wildfires,-157.4235  61.937117,6/18/24,3:59:00,10,-157.4235, 61.937117
EONET_8387,Eightmile Creek Wildfire  Bethel  Alaska,,Wildfires,-157.591333  61.80745,6/18/24,3:54:00,12,-157.591333, 61.80745
EONET_8384,Portage Wildfire  Bethel  Alaska,1 mile south of Georgetown  AK.,Wildfires,-157.902383  61.86055,6/18/24,3:42:00,12,-157.902383, 61.86055
EONET_8372,Lower Meadow Creek Wildfire  Yukon-Koyukuk  Alaska,32 miles north of Nikolai  AK.,Wildfires,-154.790333  63.468667,6/18/24,2:30:00,12,-154.790333, 63.468667
EONET_8376,Owhat River Wildfire  Bethel  Alaska,18 miles north of Chuathbluk  AK.,Wildfires,-159.217667  61.849517,6/18/24,0:09:00,12,-159.217667, 61.849517
EONET_8246,Muskeg Creek Wildfire  Bethel  Alaska,,Wildfires,-156.31  61.55,6/17/24,23:15:00,8,-156.31, 61.55
EONET_8244,Togiak River Wildfire  Dillingham  Alaska,18 miles west of Aleknagik  AK,Wildfires,-159.7532  59.4431,6/17/24,21:50:00,10,-159.7532, 59.4431
EONET_8221,Kako Wildfire  Kusilvak  Alaska,20 miles NNW of Russian Mission  AK,Wildfires,-161.494  62.061167,6/17/24,21:24:00,9,-161.494, 62.061167
EONET_8356,Oskawalik River Wildfire  Bethel  Alaska,18 miles south of Crooked Creek  AK.,Wildfires,-158.0076  61.6669,6/17/24,20:28:00,10,-158.0076, 61.6669
EONET_8245,Aniak River Wildfire  Bethel  Alaska,30 miles southwest of Aniak  AK,Wildfires,-159.059039  61.2202,6/17/24,20:24:00,12,-159.059039, 61.2202
EONET_8148,Wildfire in Australia 1019863,,Wildfires,129.760891149914  -15.621904848555948,6/17/24,19:00:00,17,129.760891149914, -15.621904848555948
EONET_8149,Wildfire in United States 1019864,,Wildfires,-105.64559906199449  33.27657379697286,6/17/24,19:00:00,20,-105.64559906199449, 33.27657379697286
EONET_8150,Wildfire in Australia 1019865,,Wildfires,133.5260614346419  -13.043628596681506,6/17/24,19:00:00,18,133.5260614346419, -13.043628596681506
EONET_8151,Wildfire in United States 1019866,,Wildfires,-122.42967737380634  39.26009852148929,6/17/24,19:00:00,20,-122.42967737380634, 39.26009852148929
EONET_8152,Wildfire in Brazil 1019867,,Wildfires,-76.46304772,6/17/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_8158,Wildfire in The Democratic Republic of Congo 1019873,,Wildfires,25.93837186934699  -5.483407883842133,6/17/24,19:00:00,18,25.93837186934699, -5.483407883842133
EONET_8159,Wildfire in Australia 1019874,,Wildfires,133.48345853995323  -12.531122608190255,6/17/24,19:00:00,19,133.48345853995323, -12.531122608190255
EONET_8176,Wildfire in Australia 1019891,,Wildfires,132.12589324891877  -12.99248176334612,6/17/24,19:00:00,19,132.12589324891877, -12.99248176334612
EONET_8177,Wildfire in The Democratic Republic of Congo 1019892,,Wildfires,24.564823297642395  -3.3398128457860636,6/17/24,19:00:00,19,24.564823297642395, -3.3398128457860636
EONET_8178,Wildfire in The Democratic Republic of Congo 1019893,,Wildfires,24.44278198149758  -3.5878300765150968,6/17/24,19:00:00,18,24.44278198149758, -3.5878300765150968
EONET_8179,Wildfire in The Democratic Republic of Congo 1019894,,Wildfires,23.398607490212864  -3.3760737617380507,6/17/24,19:00:00,19,23.398607490212864, -3.3760737617380507
EONET_8198,Wildfire in Russian Federation 1019914,,Wildfires,154.8751690049775  67.78669348339186,6/17/24,19:00:00,18,154.8751690049775, 67.78669348339186
EONET_8199,Wildfire in Russian Federation 1019913,,Wildfires,117.156384576644  55.37493343467848,6/17/24,19:00:00,17,117.156384576644, 55.37493343467848
EONET_8205,Wildfire in Russian Federation 1019920,,Wildfires,118.12026830409896  59.3206312976344,6/17/24,19:00:00,19,118.12026830409896, 59.3206312976344
EONET_8266,Wildfire in The Democratic Republic of Congo 1019930,,Wildfires,23.801068548592344  -3.6999125115565206,6/17/24,19:00:00,19,23.801068548592344, -3.6999125115565206
EONET_8267,Wildfire in Russian Federation 1019929,,Wildfires,134.09096182505658  60.09642754978722,6/17/24,19:00:00,19,134.09096182505658, 60.09642754978722
EONET_8294,Wildfire in The Democratic Republic of Congo 1019957,,Wildfires,23.991147612715384  -3.235610843512533,6/17/24,19:00:00,19,23.991147612715384, -3.235610843512533
EONET_8295,Wildfire in The Democratic Republic of Congo 1019958,,Wildfires,24.285591389120892  -3.023625690769941,6/17/24,19:00:00,19,24.285591389120892, -3.023625690769941
EONET_8296,Wildfire in The Democratic Republic of Congo 1019959,,Wildfires,23.751863615807252  -3.1648363028392614,6/17/24,19:00:00,19,23.751863615807252, -3.1648363028392614
EONET_8311,Wildfire in The Democratic Republic of Congo 1019974,,Wildfires,23.417496585842695  -3.6498378131526383,6/17/24,19:00:00,19,23.417496585842695, -3.6498378131526383
EONET_8312,Wildfire in The Democratic Republic of Congo 1019975,,Wildfires,23.310448021984435  -3.5323890912987506,6/17/24,19:00:00,19,23.310448021984435, -3.5323890912987506
EONET_8313,Wildfire in The Democratic Republic of Congo 1019976,,Wildfires,23.75133375993904  -3.2860033291387465,6/17/24,19:00:00,18,23.75133375993904, -3.2860033291387465
EONET_8436,Wildfire in The Democratic Republic of Congo 1020028,,Wildfires,23.170851332567587  -3.2998199691050316,6/17/24,19:00:00,19,23.170851332567587, -3.2998199691050316
EONET_8234,SALT Wildfire  Otero  New Mexico,7 Miles West of Mescalero  NM,Wildfires,-105.70833  33.24295,6/17/24,17:32:00,11,-105.70833, 33.24295
EONET_8218,SITES Wildfire  Colusa  California,West of Maxwell  Southwest of Stonyford,Wildfires,-122.338129  39.308886,6/17/24,16:40:00,12,-122.338129, 39.308886
EONET_8233,SOUTH FORK Wildfire  Otero  New Mexico,Ruidoso Area,Wildfires,-105.791419  33.343147,6/17/24,11:30:00,12,-105.791419, 33.343147
EONET_8918,Morris Marina Road Wildfire  Carteret  North Carolina,1/4 mile North of Atlantic  North Carolina,Wildfires,-76.3272222  34.8941667,6/17/24,10:54:00,12,-76.3272222, 34.8941667
EONET_8228,American Creek Wildfire  Lake and Peninsula  Alaska,25 miles northeast from King Salon.,Wildfires,-155.518  58.899167,6/16/24,20:35:00,9,-155.518, 58.899167
EONET_8139,Wildfire in United States 1019855,,Wildfires,-105.72193942407317  33.36714566463279,6/16/24,19:00:00,20,-105.72193942407317, 33.36714566463279
EONET_8155,Wildfire in Russian Federation 1019870,,Wildfires,157.9826588364988  65.7126495004195,6/16/24,19:00:00,18,157.9826588364988, 65.7126495004195
EONET_8156,Wildfire in Russian Federation 1019871,,Wildfires,146.71738424130103  66.77270863830982,6/16/24,19:00:00,19,146.71738424130103, 66.77270863830982
EONET_8160,Wildfire in The Democratic Republic of Congo 1019876,,Wildfires,18.47351175871417  -7.421050231095639,6/16/24,19:00:00,18,18.47351175871417, -7.421050231095639
EONET_8161,Wildfire in Australia 1019875,,Wildfires,131.8548805299909  -12.79456054460986,6/16/24,19:00:00,18,131.8548805299909, -12.79456054460986
EONET_8180,Wildfire in Russian Federation 1019895,,Wildfires,132.99665993798027  59.948255397135014,6/16/24,19:00:00,19,132.99665993798027, 59.948255397135014
EONET_8181,Wildfire in Russian Federation 1019896,,Wildfires,150.03649574237724  67.70905100231123,6/16/24,19:00:00,19,150.03649574237724, 67.70905100231123
EONET_8297,Wildfire in The Democratic Republic of Congo 1019960,,Wildfires,23.288364338413327  -3.148334769626071,6/16/24,19:00:00,19,23.288364338413327, -3.148334769626071
EONET_8238,POINT Wildfire  Sonoma  California,Lake Sonoma - Dry Creek Valley,Wildfires,-123.012253  38.705475,6/16/24,15:34:00,12,-123.012253, 38.705475
EONET_8162,Wildfire in Australia 1019877,,Wildfires,133.57410753730048  -12.709614536530445,6/15/24,19:00:00,19,133.57410753730048, -12.709614536530445
EONET_8163,Wildfire in Russian Federation 1019878,,Wildfires,118.4396590811444  54.66212330033214,6/15/24,19:00:00,18,118.4396590811444, 54.66212330033214
EONET_8182,Wildfire in The Democratic Republic of Congo 1019897,,Wildfires,23.409917982583444  -3.5668065626110232,6/15/24,19:00:00,19,23.409917982583444, -3.5668065626110232
EONET_8280,Wildfire in Russian Federation 1019943,,Wildfires,131.01929688331307  59.21789446093333,6/15/24,19:00:00,19,131.01929688331307, 59.21789446093333
EONET_8281,Wildfire in Russian Federation 1019944,,Wildfires,127.78985848129133  53.17933465144364,6/15/24,19:00:00,19,127.78985848129133, 53.17933465144364
EONET_8298,Wildfire in The Democratic Republic of Congo 1019961,,Wildfires,23.70060668169016  -3.72257323448695,6/15/24,19:00:00,18,23.70060668169016, -3.72257323448695
EONET_8231,POST Wildfire  Los Angeles  California,South of Gorman  CA,Wildfires,-118.8776  34.80285,6/15/24,16:53:00,10,-118.8776, 34.80285
EONET_8255,BEAM ROAD Wildfire  Yakima  Washington,6 miles north-east of Zillah  WA,Wildfires,-120.16  46.43,6/15/24,16:25:00,8,-120.16, 46.43
EONET_8140,Wildfire in Russian Federation 1019856,,Wildfires,156.6579489049529  64.51608237614225,6/14/24,19:00:00,18,156.6579489049529, 64.51608237614225
EONET_8206,Wildfire in Australia 1019921,,Wildfires,133.8084295746232  -12.692855290768078,6/14/24,19:00:00,18,133.8084295746232, -12.692855290768078
EONET_8217,Foote Wildfire  Greenlee  Arizona,12 miles South of Alpine AZ,Wildfires,-109.1711  33.645649,6/14/24,17:07:00,10,-109.1711, 33.645649
EONET_6681,Wildfire in Brazil 1019839,,Wildfires,-74.95523461,6/13/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_6687,Wildfire in Botswana 1019845,,Wildfires,24.83401145650008  -20.02206700721789,6/13/24,19:00:00,18,24.83401145650008, -20.02206700721789
EONET_6695,Wildfire in Australia 1019853,,Wildfires,132.08417267814752  -13.121198778578076,6/13/24,19:00:00,19,132.08417267814752, -13.121198778578076
EONET_8141,Wildfire in Russian Federation 1019857,,Wildfires,134.13260040393624  60.04986605415172,6/13/24,19:00:00,19,134.13260040393624, 60.04986605415172
EONET_8153,Wildfire in Russian Federation 1019868,,Wildfires,149.44755942026507  66.34800010503768,6/13/24,19:00:00,19,149.44755942026507, 66.34800010503768
EONET_8183,Wildfire in Australia 1019898,,Wildfires,134.01157930735363  -12.750722951250086,6/13/24,19:00:00,19,134.01157930735363, -12.750722951250086
EONET_8184,Wildfire in Russian Federation 1019899,,Wildfires,137.03452360301566  66.0533143300944,6/13/24,19:00:00,19,137.03452360301566, 66.0533143300944
EONET_8249,Tututalak Wildfire  Northwest Arctic  Alaska,33 Miles NE of Noatak,Wildfires,-162.112667  67.915833,6/13/24,18:54:00,12,-162.112667, 67.915833
EONET_8232,Little Twist Wildfire  Beaver  Utah,5 miles South East of Beaver Utah,Wildfires,-112.472923  38.183525,6/13/24,18:28:00,12,-112.472923, 38.183525
EONET_8250,Urgoon Wildfire  Northwest Arctic  Alaska,20 Miles NE of Noatak on S side of river,Wildfires,-162.4155  67.781833,6/13/24,16:12:00,10,-162.4155, 67.781833
EONET_6682,Wildfire in Zambia 1019840,,Wildfires,26.468053102960674  -14.774490930290243,6/12/24,19:00:00,19,26.468053102960674, -14.774490930290243
EONET_6683,Wildfire in Australia 1019841,,Wildfires,137.3280985860007  -16.628472234184954,6/12/24,19:00:00,18,137.3280985860007, -16.628472234184954
EONET_6684,Wildfire in Australia 1019842,,Wildfires,137.1618343375941  -16.660030796521053,6/12/24,19:00:00,18,137.1618343375941, -16.660030796521053
EONET_6688,Wildfire in Russian Federation 1019846,,Wildfires,131.4354712009206  59.16594147671801,6/12/24,19:00:00,18,131.4354712009206, 59.16594147671801
EONET_6689,Wildfire in Australia 1019847,,Wildfires,132.1889824594143  -13.48843052157011,6/12/24,19:00:00,18,132.1889824594143, -13.48843052157011
EONET_8142,Wildfire in Bolivia 1019858,,Wildfires,-76.45126888,6/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_8185,Wildfire in The Democratic Republic of Congo 1019900,,Wildfires,23.75848167729023  -3.8754318948046156,6/12/24,19:00:00,18,23.75848167729023, -3.8754318948046156
EONET_8299,Wildfire in Russian Federation 1019962,,Wildfires,120.11955996794964  56.147023560029425,6/12/24,19:00:00,19,120.11955996794964, 56.147023560029425
EONET_8251,Goldbug Wildfire  Northwest Arctic  Alaska,25 miles SSE of Deering,Wildfires,-162.48  65.73,6/12/24,16:13:00,8,-162.48, 65.73
EONET_6697,Lone Fire Wildfire  Roosevelt  Montana,,Wildfires,-105.668216  48.114224,6/12/24,11:12:00,12,-105.668216, 48.114224
EONET_6699,Chelsea Slough Fire Wildfire  Roosevelt  Montana,,Wildfires,-105.338766  48.131857,6/12/24,11:08:00,12,-105.338766, 48.131857
EONET_6700,Pit Fire Wildfire  Roosevelt  Montana,,Wildfires,-105.633388  48.0773,6/12/24,11:04:00,12,-105.633388, 48.0773
EONET_6701,South Ditch Wildfire  Fergus  Montana,,Wildfires,-109.645068  47.196479,6/12/24,11:03:00,12,-109.645068, 47.196479
EONET_6702,Gate Fire Wildfire  Roosevelt  Montana,,Wildfires,-105.665969  48.066644,6/12/24,10:55:00,12,-105.665969, 48.066644
EONET_6703,Fort Peck Tribal Dump Ground Wildfire  Roosevelt  Montana,,Wildfires,-105.17975  48.10491,6/12/24,10:52:00,11,-105.17975, 48.10491
EONET_6704,Dry Creek - Custer Wildfire  Custer  Montana,,Wildfires,-105.763867  46.215133,6/12/24,10:41:00,12,-105.763867, 46.215133
EONET_6715,Spring Gulch Wildfire  Yavapai  Arizona,,Wildfires,-112.028999  34.457199,6/12/24,1:43:00,12,-112.028999, 34.457199
EONET_6716,Pine Creek Wildfire  Lincoln  Montana,,Wildfires,-115.982966  48.596518,6/12/24,0:36:00,12,-115.982966, 48.596518
EONET_6717,VALENTINE Wildfire  Mono  California,,Wildfires,-118.925314  37.633773,6/12/24,0:14:00,12,-118.925314, 37.633773
EONET_6720,Elk Haven Wildfire  Lincoln  Montana,,Wildfires,-115.62767  48.949077,6/11/24,23:50:00,11,-115.62767, 48.949077
EONET_6721,RABBIT CREEK Wildfire  Okanogan  Washington,,Wildfires,-119.688449  48.821597,6/11/24,23:30:00,12,-119.688449, 48.821597
EONET_6723,Spring Wildfire  Powder River  Montana,,Wildfires,-105.90575  45.148167,6/11/24,23:29:00,11,-105.90575, 45.148167
EONET_6725,PHILLEO Wildfire  Stevens  Washington,,Wildfires,-117.860452  48.408251,6/11/24,23:08:00,12,-117.860452, 48.408251
EONET_6731,Round Lake Wildfire  Klamath  Oregon,,Wildfires,-121.914897  42.20675,6/11/24,21:35:00,12,-121.914897, 42.20675
EONET_6733,Waddle Wildfire  Elko  Nevada,,Wildfires,-115.82652  41.03323,6/11/24,20:51:00,11,-115.82652, 41.03323
EONET_6734,Shute Wildfire  Lincoln  Wyoming,,Wildfires,-110.4532  42.26215,6/11/24,20:42:00,10,-110.4532, 42.26215
EONET_6736,0221 NE DARLENE 2 Wildfire  Deschutes  Oregon,,Wildfires,-121.476282  43.652785,6/11/24,20:34:00,12,-121.476282, 43.652785
EONET_6737,Sego Wildfire  Dolores  Colorado,,Wildfires,-108.913133  37.639667,6/11/24,20:31:00,12,-108.913133, 37.639667
EONET_6739,Stuart 3 Wildfire  Fairbanks North Star  Alaska,,Wildfires,-146.561998  66.683013,6/11/24,20:20:00,12,-146.561998, 66.683013
EONET_6740,Cold Spring Ln Wildfire  Columbia  Washington,,Wildfires,-118.022489  46.302211,6/11/24,20:18:00,12,-118.022489, 46.302211
EONET_6743,Cedar City Assist 01 Wildfire  Iron  Utah,,Wildfires,-113.185101  37.674879,6/11/24,19:45:00,12,-113.185101, 37.674879
EONET_6747,MPMG Wildfire  Fairbanks North Star  Alaska,,Wildfires,-147.656117  64.810283,6/11/24,19:17:00,12,-147.656117, 64.810283
EONET_6748,Longs Ranch Wildfire  Douglas  Oregon,,Wildfires,-123.5338685  43.32234447,6/11/24,19:13:00,13,-123.5338685, 43.32234447
EONET_6678,Wildfire in China 1019836,,Wildfires,112.13231659287177  36.031661543156666,6/11/24,19:00:00,19,112.13231659287177, 36.031661543156666
EONET_6690,Wildfire in Russian Federation 1019848,,Wildfires,128.66495544704927  53.27742275722371,6/11/24,19:00:00,19,128.66495544704927, 53.27742275722371
EONET_6691,Wildfire in Russian Federation 1019849,,Wildfires,136.2825117087701  62.769134900333306,6/11/24,19:00:00,18,136.2825117087701, 62.769134900333306
EONET_6692,Wildfire in Brazil 1019850,,Wildfires,-76.11157206,6/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_6696,Wildfire in Australia 1019854,,Wildfires,130.26648020718562  -14.282982474581985,6/11/24,19:00:00,19,130.26648020718562, -14.282982474581985
EONET_8143,Wildfire in Botswana  Namibia 1019859,,Wildfires,22.948394283062314  -18.067359525469087,6/11/24,19:00:00,19,22.948394283062314, -18.067359525469087
EONET_6750,South Devils Corral Wildfire  Jerome  Idaho,,Wildfires,-114.369453  42.600086,6/11/24,18:57:00,12,-114.369453, 42.600086
EONET_6752,Lakeshore Dr. Wildfire  Josephine  Oregon,,Wildfires,-123.5792797  42.26686509,6/11/24,18:51:00,13,-123.5792797, 42.26686509
EONET_6753,QUAKE Wildfire  Benton  Washington,,Wildfires,-119.267871  46.193834,6/11/24,18:49:00,12,-119.267871, 46.193834
